title,original_title,popularity,vote_average,vote_count,release_date
Where Hands Touch,Where Hands Touch,19.722,7.9,511,2018-09-14
Sanjuro,椿三十郎,12.671,7.9,597,1962-01-01
Me Before You,Me Before You,98.859,7.9,12344,2016-06-01
Raging Bull,Raging Bull,22.856,7.9,4286,1980-11-14
Dallas Buyers Club,Dallas Buyers Club,23.072,7.928,8414,2013-11-01
The Postman,Il postino,13.338,7.9,1131,1994-04-07
Throne of Blood,蜘蛛巣城,16.703,7.9,842,1957-01-15
The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,16.299,7.9,1567,1920-02-27
Ivan Vasilyevich Changes His Profession,Иван Васильевич меняет профессию,11.951,7.927,348,1973-09-17
Raiders of the Lost Ark,Raiders of the Lost Ark,70.772,7.9,12361,1981-06-12
It's Such a Beautiful Day,It's Such a Beautiful Day,12.824,7.9,319,2012-08-24
Army of Shadows,L'Armée des ombres,18.474,7.9,635,1969-09-10
Ghost in the Shell,GHOST IN THE SHELL,38.133,7.925,3367,1995-11-18
On the Waterfront,On the Waterfront,20.273,7.9,1557,1954-06-22
My Hero Academia: Two Heroes,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,38.303,7.9,996,2018-08-03
A Trip to the Moon,Le Voyage dans la Lune,27.122,7.9,1774,1902-06-21
My Fault,Culpa mía,374.843,7.92,3042,2023-06-08
My Father's Violin,Babamın Kemanı,16.544,7.9,327,2022-01-21
Three Colors: Red,Trois couleurs : Rouge,23.24,7.9,1370,1994-05-12
About Time,About Time,68.986,7.919,8459,2013-09-04
Don't Look Now... We're Being Shot At!,La Grande Vadrouille,27.124,7.919,1333,1966-12-08
The Third Man,The Third Man,28.521,7.9,1844,1949-08-31
Heat,Heat,54.435,7.9,7259,1995-12-15
Where Is The Friend's House?,خانه‌ی دوست کجاست؟,23.534,7.918,353,1987-07-01
Children of Heaven,بچه‌های آسمان,13.673,7.9,616,1997-08-01
What Ever Happened to Baby Jane?,What Ever Happened to Baby Jane?,18.395,7.9,1032,1962-10-31
Freedom Writers,Freedom Writers,46.744,7.9,2168,2007-01-05
"Batman: The Dark Knight Returns, Part 2","Batman: The Dark Knight Returns, Part 2",32.819,7.915,1464,2013-01-03
Unforgiven,Unforgiven,33.843,7.9,4373,1992-08-07
Close-Up,کلوزآپ ، نمای نزدیک,12.94,7.9,371,1990-05-09
Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,196.402,7.913,27338,2001-11-16
Amélie,Le Fabuleux Destin d'Amélie Poulain,53.599,7.9,11463,2001-04-25
A Street Cat Named Bob,A Street Cat Named Bob,26.162,7.9,1424,2016-11-04
Amarcord,Amarcord,12.983,7.9,1092,1973-12-18
La Strada,La strada,12.351,7.913,1053,1954-09-23
Ne Zha,哪吒之魔童降世,20.455,7.9,397,2019-07-26
Inside Out,Inside Out,168.056,7.9,21909,2015-06-17
Limelight,Limelight,15.164,7.9,517,1952-10-23
Chinatown,Chinatown,32.29,7.9,3793,1974-06-20
In This Corner of the World,この世界の片隅に,18.151,7.9,557,2016-11-12
Mulan,Mulan,79.941,7.9,9623,1998-06-18
Divorce Italian Style,Divorzio all'italiana,16.279,7.909,457,1961-12-20
Guardians of the Galaxy,Guardians of the Galaxy,36.643,7.9,27940,2014-07-30
Ordet,Ordet,15.414,7.9,359,1955-01-09
Titanic,Titanic,148.943,7.906,25286,1997-11-18
The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,31.344,7.9,1657,2019-02-14
Captain Fantastic,Captain Fantastic,32.995,7.906,6358,2016-07-08
Ron's Gone Wrong,Ron's Gone Wrong,33.702,7.905,1838,2021-10-14
Dangal,दंगल,22.319,7.905,968,2016-12-21
A Separation,جدایی نادر از سیمین,16.691,7.9,1711,2011-02-15
La La Land,La La Land,68.966,7.9,16774,2016-11-29
Diabolique,Les Diaboliques,15.112,7.9,954,1955-01-29
Tokyo Godfathers,東京ゴッドファーザーズ,24.85,7.9,1251,2003-12-05
Dogman,Dogman,35.395,7.907,1066,2023-09-27
The Mitchells vs. the Machines,The Mitchells vs. the Machines,51.553,7.9,2922,2021-04-22
Bad Genius,ฉลาดเกมส์โกง,20.311,7.9,778,2017-05-03
Dragon Ball Super: Super Hero,ドラゴンボール超 スーパーヒーロー,54.693,7.9,2815,2022-06-11
In the Name of the Father,In the Name of the Father,26.788,7.899,1733,1993-12-12
The Pursuit of Happyness,The Pursuit of Happyness,63.379,7.9,9796,2006-12-14
Thirteen Lives,Thirteen Lives,23.122,7.899,1247,2022-07-18
Return of the Jedi,Return of the Jedi,37.542,7.898,15607,1983-05-25
Nimona,Nimona,51.506,7.897,1078,2023-06-23
Dragon Ball Super: Broly,ドラゴンボール超 ブロリー,8.858,7.897,2896,2018-12-14
Persepolis,Persepolis,17.196,7.897,1935,2007-06-27
V for Vendetta,V for Vendetta,41.303,7.9,14402,2006-02-23
"Remi, Nobody's Boy",Rémi sans famille,18.459,7.9,414,2018-12-12
Rebecca,Rebecca,17.801,7.896,1743,1940-03-23
"Argentina, 1985","Argentina, 1985",13.973,7.9,617,2022-09-29
Miraculous World: Shanghai – The Legend of Ladydragon,"Miraculous World : Shanghai, la légende de Ladydragon",37.912,7.9,636,2021-05-15
Invisible Life,A Vida Invisível,15.45,7.9,305,2019-08-30
La Maison en Petits Cubes,つみきのいえ,11.052,7.9,430,2008-06-10
Gone Girl,Gone Girl,112.267,7.9,18526,2014-10-01
Yi Yi,一一,18.423,7.9,532,2000-09-20
Faust,Faust – Eine deutsche Volkssage,13.308,7.9,346,1926-10-13
Coraline,Coraline,150.868,7.891,8043,2009-02-05
The Notebook,The Notebook,94.68,7.9,11467,2004-06-25
The Greatest Showman,The Greatest Showman,47.8,7.89,9369,2017-12-20
Love Hurts,Amar te duele,22.025,7.9,304,2002-11-08
Wish Dragon,Wish Dragon,35.721,7.9,1332,2021-01-15
El Infierno,El Infierno,59.352,7.9,667,2010-09-03
Regular Show: The Movie,Regular Show: The Movie,16.854,7.9,372,2015-09-01
Justice League: The Flashpoint Paradox,Justice League: The Flashpoint Paradox,29.305,7.886,1816,2013-07-30
Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,15.532,7.9,1036,1939-10-19
Ben-Hur,Ben-Hur,50.642,7.9,2741,1959-11-18
Little Women,Little Women,51.491,7.9,6227,2019-12-25
La Jetée,La Jetée,17.196,7.9,884,1962-02-16
A Whisker Away,泣きたい私は猫をかぶる,38.919,7.9,1368,2020-06-18
Mamma Roma,Mamma Roma,16.704,7.9,403,1962-09-22
The Battle of Algiers,La battaglia di Algeri,14.296,7.9,760,1966-09-08
Young Frankenstein,Young Frankenstein,26.872,7.88,3097,1974-12-15
Finch,Finch,32.105,7.879,3475,2021-11-04
Kill Bill: Vol. 2,Kill Bill: Vol. 2,39.945,7.878,13814,2004-04-16
Dancer in the Dark,Dancer in the Dark,20.401,7.9,1777,2000-09-01
Roman Holiday,Roman Holiday,31.881,7.9,2022,1953-08-26
Just Mercy,Just Mercy,22.966,7.876,2221,2019-12-25
The Night of the Hunter,The Night of the Hunter,22.806,7.9,1592,1955-08-26
Winter Light,Nattvardsgästerna,10.664,7.9,441,1963-02-11
I'm No Longer Here,Ya no estoy aquí,11.492,7.9,485,2019-10-21
Vincent,Vincent,9.306,7.9,847,1982-10-01
Umberto D.,Umberto D.,11.845,7.877,666,1952-01-20
We Are the Nobles,Nosotros los nobles,17.426,7.9,493,2013-03-28
Sing Street,Sing Street,17.023,7.871,2263,2016-03-11
Wild Tales,Relatos salvajes,26.066,7.872,3353,2014-08-21
The Cameraman,The Cameraman,12.666,7.9,365,1928-09-10
Perfect Strangers,Perfetti sconosciuti,20.591,7.9,4348,2016-02-11
A Bronx Tale,A Bronx Tale,41.001,7.9,2452,1993-10-01
Sing 2,Sing 2,101.689,7.9,4364,2021-12-01
Downfall,Der Untergang,19.409,7.9,3810,2004-09-16
Redeeming Love,Redeeming Love,57.862,7.9,526,2022-01-21
An Egg Rescue,Un rescate de huevitos,18.9,7.9,406,2021-08-12
A Beautiful Mind,A Beautiful Mind,41.323,7.858,10133,2001-12-14
Fargo,Fargo,31.411,7.9,8013,1996-03-08
Paper Moon,Paper Moon,15.278,7.9,706,1973-05-09
Her,Her,48.666,7.9,14193,2013-12-18
Stand by Me,Stand by Me,54.664,7.9,5836,1986-08-08
My Way,마이웨이,17.333,7.9,380,2011-12-21
Shoplifters,万引き家族,18.994,7.9,2029,2018-06-02
Isle of Dogs,Isle of Dogs,28.099,7.9,4854,2018-03-23
Werckmeister Harmonies,Werckmeister harmóniák,16.017,7.9,326,2001-02-01
The Breadwinner,The Breadwinner,19.25,7.852,827,2017-11-17
Tampopo,タンポポ,16.163,7.9,347,1985-11-23
Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,69.666,7.852,10058,1989-05-24
The Theory of Everything,The Theory of Everything,23.904,7.851,10482,2014-11-26
Mary and Max,Mary and Max,38.847,7.85,1956,2009-04-09
Warrior,Warrior,77.308,7.849,4523,2011-09-09
Departures,おくりびと,16.532,7.849,822,2008-09-13
Dances with Wolves,Dances with Wolves,38.349,7.8,4194,1990-03-30
See You Up There,Au revoir là-haut,14.81,7.848,1266,2017-10-25
Feast,Feast,9.872,7.8,845,2014-10-25
Ivan's Childhood,Иваново детство,11.597,7.848,722,1962-05-09
Knives Out,Knives Out,65.733,7.847,12318,2019-11-27
Raya and the Last Dragon,Raya and the Last Dragon,72.811,7.8,6754,2021-03-03
Sherlock: The Abominable Bride,Sherlock: The Abominable Bride,20.761,7.8,2233,2016-01-01
Close to the Horizon,Dem Horizont so nah,20.674,7.8,482,2019-10-10
Sunrise: A Song of Two Humans,Sunrise: A Song of Two Humans,14.805,7.8,795,1927-11-04
"Monsters, Inc.","Monsters, Inc.",112.917,7.845,18375,2001-11-01
Ace in the Hole,Ace in the Hole,12.652,7.8,652,1951-06-29
Nostalgia,Ностальгия,16.184,7.8,524,1983-05-01
The Big Lebowski,The Big Lebowski,41.662,7.844,11122,1998-03-06
Charm City Kings,Charm City Kings,19.815,7.8,469,2020-01-27
Grand Illusion,La Grande Illusion,16.726,7.843,678,1937-06-04
Joint Security Area,공동경비구역 JSA,17.756,7.8,693,2000-09-09
The Nightmare Before Christmas,The Nightmare Before Christmas,149.776,7.842,9486,1993-10-09
The Whale,The Whale,51.795,7.8,3815,2022-12-09
A Fistful of Dollars,Per un pugno di dollari,32.377,7.8,4193,1964-09-12
Dog Day Afternoon,Dog Day Afternoon,24.744,7.839,2940,1975-09-21
The Specials,Hors Normes,16.412,7.8,901,2019-10-23
Papillon,Papillon,33.655,7.838,1887,1973-12-16
The Grapes of Wrath,The Grapes of Wrath,15.34,7.8,967,1940-03-15
The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,70.895,7.837,7107,2008-05-07
Anatomy of a Murder,Anatomy of a Murder,19.174,7.8,952,1959-07-01
Carlito's Way,Carlito's Way,23.715,7.8,3121,1993-11-10
"Love, Rosie","Love, Rosie",68.076,7.835,6174,2014-10-16
War Room,War Room,27.514,7.8,515,2015-08-28
The Marquis of Grillo,Il marchese del Grillo,7.845,7.8,458,1981-12-23
The Bridge on the River Kwai,The Bridge on the River Kwai,28.379,7.8,2073,1957-10-11
All My Life,All My Life,17.945,7.8,479,2020-10-23
Millennium Actress,千年女優,20.946,7.8,840,2002-09-14
How to Train Your Dragon,How to Train Your Dragon,96.371,7.83,12939,2010-03-18
World of Tomorrow,World of Tomorrow,8.424,7.8,319,2015-01-22
The Best Offer,La migliore offerta,16.08,7.8,2816,2013-01-01
Rosemary's Baby,Rosemary's Baby,41.785,7.8,3885,1968-06-12
Us Again,Us Again,24.029,7.8,314,2021-03-03
The Virgin Spring,Jungfrukällan,11.816,7.828,607,1960-02-08
The First Slam Dunk,THE FIRST SLAM DUNK,40.671,7.827,390,2022-12-03
The Summit of the Gods,Le Sommet des dieux,16.017,7.8,339,2021-09-22
A Bag of Marbles,Un sac de billes,14.726,7.8,846,2017-01-18
Mulholland Dr.,Mulholland Dr.,11.944,7.827,478,1999-01-01
Two Women,La ciociara,17.567,7.825,529,1960-12-22
1900,Novecento,18.578,7.8,615,1976-08-28
La luna,La luna,8.077,7.8,788,2012-02-10
Ratatouille,Ratatouille,109.195,7.8,16974,2007-06-21
Logan,Logan,81.005,7.8,19187,2017-02-28
The Working Class Goes to Heaven,La classe operaia va in paradiso,9.475,7.8,336,1971-09-17
To Be or Not to Be,To Be or Not to Be,13.266,7.8,715,1942-03-05
Kiki's Delivery Service,魔女の宅急便,43.432,7.8,4034,1989-07-29
Io Capitano,Io capitano,31.517,7.8,645,2023-09-07
One Life,One Life,36.545,7.8,624,2023-12-21
It Happened One Night,It Happened One Night,13.167,7.8,1236,1934-02-22
We Bare Bears: The Movie,We Bare Bears: The Movie,21.758,7.8,805,2020-06-30
Emancipation,Emancipation,24.984,7.8,1116,2022-12-02
The Shadow in My Eye,Skyggen i mit øje,20.016,7.819,481,2021-10-28
Luca,Luca,68.437,7.8,8290,2021-06-17
Fantozzi: White Collar Blues,Fantozzi,9.558,7.8,821,1975-03-27
Infernal Affairs,無間道,20.061,7.8,1618,2002-12-12
Z,Z,14.241,7.8,526,1969-02-26
Finding Nemo,Finding Nemo,104.678,7.819,19183,2003-05-30
Spotlight,Spotlight,24.733,7.818,8175,2015-11-06
Solaris,Солярис,21.943,7.8,1582,1972-03-20
Gran Turismo,Gran Turismo,72.65,7.817,2667,2023-08-09
The Witch: Part 1. The Subversion,마녀,33.992,7.8,549,2018-06-27
Bajrangi Bhaijaan,बजरंगी भाईजान,15.139,7.8,471,2015-07-17
Mr. Nobody,Mr. Nobody,27.312,7.818,5800,2009-11-06
The Phantom Carriage,Körkarlen,17.073,7.8,312,1921-01-01
Before Sunset,Before Sunset,28.485,7.8,3353,2004-06-16
My Life as a Zucchini,Ma vie de courgette,17.282,7.8,1342,2016-09-22
Elite Squad: The Enemy Within,Tropa de Elite 2,27.42,7.8,1832,2010-10-08
Words on Bathroom Walls,Words on Bathroom Walls,18.368,7.8,598,2020-08-21
Fail Safe,Fail Safe,15.05,7.8,388,1964-10-07
One Hundred Steps,I cento passi,10.607,7.812,657,2000-09-01
Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,136.468,7.812,20588,2005-11-16
Lisbela and the Prisoner,Lisbela e o Prisioneiro,1.19,7.8,379,2003-08-22
Snatch,Snatch,31.709,7.811,8977,2000-09-01
Gifted Hands: The Ben Carson Story,Gifted Hands: The Ben Carson Story,64.908,7.809,664,2009-02-07
Network,Network,25.81,7.8,1709,1976-11-14
Rio Bravo,Rio Bravo,26.175,7.8,1126,1959-03-18
Paprika,パプリカ,27.927,7.8,2410,2006-10-21
Mulholland Drive,Mulholland Drive,40.573,7.808,6170,2001-06-06
A Moment to Remember,내 머리 속의 지우개,13.365,7.8,314,2004-11-05
Kagemusha,影武者,17.425,7.8,639,1980-04-26
Fantastic Mr. Fox,Fantastic Mr. Fox,40.144,7.8,5387,2009-10-23
Day for Night,La Nuit américaine,14.651,7.8,584,1973-05-24
Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,142.444,7.806,20557,2003-07-09
Midnight Sun,Midnight Sun,30.936,7.804,3394,2018-03-22
"Spring, Summer, Fall, Winter... and Spring",봄 여름 가을 겨울 그리고 봄,21.307,7.8,1057,2003-09-19
Into the Wild,Into the Wild,32.911,7.802,9473,2007-09-21
Close,Close,27.806,7.8,754,2022-11-01
"The Gangster, the Cop, the Devil",악인전,83.335,7.8,1132,2019-05-15
Evangelion: 2.0 You Can (Not) Advance,ヱヴァンゲリヲン新劇場版：破,27.511,7.8,859,2009-06-26
Rififi,Du rififi chez les hommes,13.8,7.802,549,1955-04-13
No Game No Life: Zero,ノーゲーム・ノーライフ ゼロ,19.232,7.8,386,2017-07-15
Toy Story 3,Toy Story 3,73.574,7.8,14601,2010-06-16
Monty Python and the Holy Grail,Monty Python and the Holy Grail,33.035,7.8,5761,1975-03-14
Tod@s Caen,Tod@s Caen,9.888,7.8,476,2019-08-30
I Saw the Devil,악마를 보았다,32.874,7.8,2546,2010-08-12
Whiplash,Whiplash,8.417,7.799,351,2013-01-18
3-Iron,빈집,18.241,7.8,1128,2004-10-15
Land of Mine,Under sandet,15.021,7.8,1366,2015-12-03
Polisse,Polisse,15.44,7.8,1201,2011-10-06
Brokeback Mountain,Brokeback Mountain,51.648,7.8,6923,2005-10-22
The Wrong Trousers,The Wrong Trousers,19.177,7.8,979,1993-12-17
Don't Be Bad,Non essere cattivo,7.448,7.795,963,2015-09-08
Porco Rosso,紅の豚,28.791,7.8,3263,1992-07-18
Freaks,Freaks,22.244,7.8,1171,1932-01-01
In the Arms of an Assassin,En brazos de un asesino,27.387,7.8,405,2019-12-06
The Perks of Being a Wallflower,The Perks of Being a Wallflower,49.308,7.8,10404,2012-09-20
Presto,Presto,12.532,7.8,987,2008-06-27
L.A. Confidential,L.A. Confidential,24.388,7.8,4892,1997-09-19
Die Hard,Die Hard,45.641,7.793,11063,1988-07-15
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,22.274,7.8,420,2003-05-28
The Last Laugh,Der letzte Mann,15.505,7.8,305,1924-12-23
Scent of a Woman,Scent of a Woman,34.934,7.8,3370,1992-12-23
The Dinner Game,Le Dîner de cons,13.362,7.79,1879,1998-04-15
Rocky,Rocky,52.963,7.8,7815,1976-11-20
Straight Outta Compton,Straight Outta Compton,42.08,7.8,3855,2015-08-11
The Wind Rises,風立ちぬ,42.311,7.788,2990,2013-07-20
The King of Comedy,The King of Comedy,21.311,7.788,2272,1982-12-18
Perfect Days,PERFECT DAYS,51.891,7.8,1158,2023-11-10
The Promised Land,Bastarden,36.304,7.8,311,2023-10-05
God's Own Country,God's Own Country,22.503,7.8,889,2017-08-31
Arthur the King,Arthur the King,39.021,7.8,639,2024-03-15
Teen Titans: Trouble in Tokyo,Teen Titans: Trouble in Tokyo,32.985,7.8,391,2006-09-15
The Heist of the Century,El robo del siglo,20.03,7.8,776,2020-01-16
Dune,Dune,123.253,7.8,12644,2021-09-15
The Dark Knight Rises,The Dark Knight Rises,87.644,7.781,22641,2012-07-17
Nine Queens,Nueve reinas,12.023,7.8,704,2000-08-31
The Girl Who Leapt Through Time,時をかける少女,21.065,7.8,2003,2006-07-15
Never Look Away,Werk ohne Autor,13.171,7.8,669,2018-10-03
Dogville,Dogville,25.682,7.8,2394,2003-05-21
The Normal Heart,The Normal Heart,19.565,7.8,868,2014-05-25
A Short Film About Love,Krótki film o miłości,10.569,7.8,367,1988-08-21
The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,21.136,7.779,1119,1962-04-13
Donnie Darko,Donnie Darko,55.225,7.8,12371,2001-01-19
Everything Everywhere All at Once,Everything Everywhere All at Once,59.691,7.8,6513,2022-03-24
Short Term 12,Short Term 12,14.049,7.777,1282,2013-08-23
A Woman Under the Influence,A Woman Under the Influence,17.407,7.8,476,1974-11-18
The Best Years of Our Lives,The Best Years of Our Lives,19.193,7.8,641,1946-12-25
Luck,Luck,73.632,7.773,1695,2022-08-05
Awakenings,Awakenings,24.955,7.8,2507,1990-12-04
Amour,Amour,15.916,7.771,1599,2012-09-20
Le Samouraï,Le Samouraï,19.873,7.8,1080,1967-10-25
Through a Glass Darkly,Såsom i en spegel,10.539,7.8,479,1961-10-16
Ernest & Celestine,Ernest et Célestine,13.773,7.8,595,2012-12-12
Partly Cloudy,Partly Cloudy,14.917,7.8,1028,2009-05-28
Shelter,Shelter,16.17,7.8,474,2007-06-16
Angel's Egg,天使のたまご,19.318,7.8,418,1985-12-15
Fanny and Alexander,Fanny och Alexander,13.901,7.8,760,1982-12-17
Back to the Future Part II,Back to the Future Part II,47.879,7.764,12696,1989-11-22
The Untouchables,The Untouchables,33.366,7.8,5578,1987-06-03
The Twilight Samurai,たそがれ清兵衛,13.684,7.8,309,2002-11-02
Big Fish,Big Fish,29.179,7.8,7138,2003-12-25
Life of Brian,Life of Brian,29.796,7.762,4364,1979-08-17
Rain Man,Rain Man,28.762,7.8,6303,1988-12-12
Ip Man,葉問,19.054,7.761,3737,2008-12-12
A Walk to Remember,A Walk to Remember,45.973,7.76,4027,2002-01-25
Past Lives,Past Lives,50.98,7.8,1634,2023-06-02
Maudie,Maudie,16.346,7.76,475,2016-06-16
A Man Called Otto,A Man Called Otto,101.251,7.76,2686,2022-12-28
Hustle,Hustle,29.66,7.8,2501,2022-06-03
Mustang,Mustang,12.323,7.8,1363,2015-06-17
Guy Ritchie's The Covenant,Guy Ritchie's The Covenant,76.351,7.8,2472,2023-04-19
Pan's Labyrinth,El laberinto del fauno,61.553,7.758,10483,2006-10-10
All Quiet on the Western Front,All Quiet on the Western Front,28.537,7.758,788,1930-04-29
Misery,Misery,31.664,7.8,4625,1990-11-30
Touch of Evil,Touch of Evil,26.941,7.8,1415,1958-03-30
Wings of Desire,Der Himmel über Berlin,28.222,7.8,1309,1987-09-23
Train to Busan,부산행,135.511,7.756,7400,2016-07-20
The Ten Commandments,The Ten Commandments,65.851,7.8,1600,1956-10-05
The Hateful Eight,The Hateful Eight,46.877,7.753,14117,2015-12-25
Safety Last!,Safety Last!,10.775,7.8,497,1923-04-01
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,26.0,7.8,383,2021-09-14
The Chaser,추격자,22.45,7.8,1318,2008-02-14
Zootopia,Zootopia,112.887,7.8,16251,2016-02-11
How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,77.675,7.8,6345,2019-01-03
The King and the Mockingbird,Le Roi et l'Oiseau,8.353,7.8,371,1980-03-19
The Color Purple,The Color Purple,23.845,7.751,1765,1985-12-18
Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,107.264,7.8,18974,2010-11-17
Nothing Left to Do But Cry,Non ci resta che piangere,8.352,7.748,1129,1984-12-20
Deep Red,Profondo rosso,15.211,7.7,1452,1975-03-07
Underground,Подземље,16.518,7.7,666,1995-05-13
Two Is a Family,Demain tout commence,17.664,7.7,2951,2016-12-07
